Exchange,Side,Symbol,Size,Price
NYSE,Ask,AAPL,800,154.35
NYSE,Ask,GOOG,4900,910.49
NASDAQ,Bid,GOOG,600,911.21
NYSE,Bid,AAPL,1500,154.17
NASDAQ,Ask,GOOG,3500,910.97
NASDAQ,Bid,AAPL,4300,153.25
NYSE,Bid,AAPL,2600,152.74
NASDAQ,Ask,GOOG,3900,911.06
IEX,Ask,GOOG,4500,910.89
NYSE,Ask,GOOG,4700,911.68
NYSE,Bid,AAPL,4100,153.55
NASDAQ,Ask,GOOG,2900,911.18
NYSE,Ask,AAPL,3600,154.14
NASDAQ,Bid,GOOG,1700,912.05
NYSE,Ask,AAPL,3500,154.87
NASDAQ,Ask,GOOG,3000,912.78
NYSE,Ask,AAPL,2400,154.22
NASDAQ,Ask,GOOG,2000,912.26
NASDAQ,Ask,AAPL,4600,154.6
NYSE,Ask,GOOG,100,911.94
NYSE,Bid,AAPL,3400,154.97
NYSE,Bid,GOOG,100,912.47
NYSE,Ask,AAPL,400,154.07
IEX,Ask,GOOG,2500,913.23
NYSE,Ask,AAPL,900,153.11
IEX,Ask,GOOG,3900,914.14
NYSE,Bid,GOOG,3200,913.43
IEX,Bid,GOOG,2500,913.98
NYSE,Ask,AAPL,3800,153.59
NASDAQ,Ask,GOOG,3500,914.07
NASDAQ,Ask,AAPL,2100,152.86
NYSE,Ask,GOOG,5000,914.12
IEX,Ask,GOOG,1100,913.19
NYSE,Bid,GOOG,300,912.72
IEX,Bid,AAPL,1900,152.77
NYSE,Bid,AAPL,3700,151.85
NYSE,Bid,GOOG,1000,912
NASDAQ,Bid,AAPL,1600,151.74
NYSE,Ask,GOOG,4200,912.25
NASDAQ,Bid,AAPL,300,152.26
IEX,Bid,AAPL,2900,152.75
NYSE,Bid,GOOG,4400,911.98
NYSE,Ask,GOOG,800,911.85
NYSE,Bid,GOOG,3300,912.43
NYSE,Ask,AAPL,2200,152.05
NYSE,Bid,GOOG,4900,912.42
NYSE,Ask,AAPL,3000,152.43
NYSE,Bid,GOOG,700,911.88
NASDAQ,Ask,AAPL,4500,152.69
NYSE,Bid,GOOG,2200,912.09
NASDAQ,Bid,GOOG,200,912.02
IEX,Ask,AAPL,4700,153.4
NASDAQ,Ask,GOOG,1300,912.75
NYSE,Bid,AAPL,2000,153.92
NYSE,Ask,AAPL,1700,154.64
NYSE,Ask,AAPL,100,155.1
NYSE,Bid,GOOG,4400,912.51
NYSE,Bid,GOOG,1400,911.75
IEX,Bid,GOOG,4600,910.97
NASDAQ,Ask,AAPL,4400,154.34
NYSE,Ask,AAPL,4300,153.86
NASDAQ,Ask,AAPL,4100,154.38
NASDAQ,Ask,GOOG,3900,910.91
NYSE,Ask,AAPL,3100,155.25
NYSE,Bid,AAPL,4000,156.2
IEX,Ask,GOOG,2900,911.32
NASDAQ,Bid,GOOG,800,911.75
NYSE,Bid,GOOG,4000,910.89
NYSE,Ask,AAPL,100,156.02
NYSE,Bid,GOOG,400,910.07
NASDAQ,Bid,AAPL,1300,155.08
NYSE,Bid,AAPL,1800,154.58
IEX,Ask,GOOG,1300,909.43
NYSE,Ask,AAPL,1900,153.96
NYSE,Bid,AAPL,900,154.62
NYSE,Ask,GOOG,3100,909.05
NASDAQ,Bid,AAPL,4200,154.36
NYSE,Bid,AAPL,2700,154.08
NASDAQ,Ask,GOOG,900,909.69
IEX,Bid,AAPL,5000,154.01
NASDAQ,Ask,GOOG,3500,909.86
NASDAQ,Ask,GOOG,1900,910.04
NYSE,Ask,AAPL,2700,154.46
NYSE,Bid,GOOG,1200,909.2
NYSE,Bid,AAPL,4800,154.52
NYSE,Bid,AAPL,2700,153.59
IEX,Ask,GOOG,4600,909.64
IEX,Ask,GOOG,300,908.72
NYSE,Ask,AAPL,2900,153.95
NYSE,Bid,AAPL,2700,154.1
NYSE,Ask,GOOG,3300,908.2
NYSE,Ask,AAPL,3500,154.32
NASDAQ,Ask,GOOG,3100,907.91
NASDAQ,Bid,AAPL,1800,154.8
NYSE,Bid,GOOG,700,907.94
NASDAQ,Bid,AAPL,5000,155.49
NASDAQ,Ask,AAPL,1800,156.45
IEX,Ask,GOOG,3700,908.36
NYSE,Ask,GOOG,3600,907.99
NYSE,Bid,AAPL,3100,155.53
NYSE,Ask,GOOG,600,907.54
NASDAQ,Bid,AAPL,500,155.7
NYSE,Ask,GOOG,1000,907.29
NASDAQ,Ask,AAPL,2400,155.44
NASDAQ,Ask,AAPL,1600,156.27
NASDAQ,Ask,GOOG,300,906.66
NASDAQ,Bid,AAPL,3300,156.6
NYSE,Bid,GOOG,1700,905.78
NYSE,Ask,AAPL,100,157.35
NYSE,Ask,GOOG,1400,905.42
NASDAQ,Bid,AAPL,2200,156.86
NYSE,Bid,GOOG,4400,906
NYSE,Bid,GOOG,3600,906.23
NYSE,Bid,GOOG,3800,907.05
NYSE,Bid,AAPL,4500,157.73
NASDAQ,Ask,GOOG,1700,906.32
NYSE,Ask,AAPL,1800,157.51
NYSE,Ask,GOOG,3800,906.06
NASDAQ,Ask,GOOG,1800,905.24
NYSE,Ask,AAPL,4700,157.42
NYSE,Ask,GOOG,1500,905.64
NASDAQ,Bid,GOOG,2100,905.35
NYSE,Ask,AAPL,2300,158.05
NYSE,Ask,GOOG,700,905.35
NASDAQ,Ask,GOOG,400,904.91
NYSE,Bid,AAPL,800,158.69
NYSE,Bid,AAPL,800,158.82
IEX,Bid,GOOG,1900,904.24
NASDAQ,Ask,GOOG,2200,903.35
NASDAQ,Bid,AAPL,4500,158.32
NYSE,Ask,AAPL,2100,159.07
NYSE,Ask,GOOG,3900,903.98
NYSE,Ask,GOOG,1900,904.86
IEX,Ask,GOOG,3400,905.76
NYSE,Bid,AAPL,4200,159.63
NASDAQ,Bid,GOOG,3600,905.96
NYSE,Ask,AAPL,4900,159.21
NYSE,Ask,GOOG,3100,905.7
NASDAQ,Bid,GOOG,3700,906.05
NYSE,Ask,AAPL,3700,160.14
NASDAQ,Bid,AAPL,4600,160.78
NASDAQ,Bid,GOOG,3100,906.57
NYSE,Bid,AAPL,2200,160.02
NYSE,Ask,GOOG,2700,905.6
NYSE,Bid,AAPL,1800,160.55
IEX,Bid,GOOG,4500,905.7
NASDAQ,Bid,GOOG,1600,906.3
NASDAQ,Bid,AAPL,2300,160.59
NASDAQ,Ask,GOOG,4700,905.44
NYSE,Ask,GOOG,4400,905.32
NASDAQ,Bid,AAPL,1100,160.22
NYSE,Ask,AAPL,100,160.44
NYSE,Bid,GOOG,3000,905.88
NASDAQ,Ask,GOOG,4200,906.23
NASDAQ,Ask,AAPL,4500,159.92
NYSE,Ask,AAPL,1500,159.28
NASDAQ,Ask,GOOG,4600,907.15
NYSE,Bid,GOOG,1400,907.87
NYSE,Bid,AAPL,3000,158.41
NASDAQ,Bid,GOOG,3200,907.42
NASDAQ,Bid,AAPL,3200,157.47
NYSE,Bid,GOOG,4400,908.31
NYSE,Ask,AAPL,4600,156.47
NASDAQ,Ask,GOOG,700,908.7
NYSE,Bid,AAPL,3700,156.12
IEX,Ask,AAPL,2000,155.61
NYSE,Ask,AAPL,4500,155.45
NYSE,Ask,GOOG,2200,909.36
NYSE,Ask,AAPL,2100,155.2
NASDAQ,Ask,AAPL,400,155.65
NASDAQ,Ask,AAPL,3900,155.44
NASDAQ,Bid,AAPL,3500,155.34
IEX,Ask,GOOG,400,909.45
NYSE,Ask,AAPL,1100,154.46
NASDAQ,Ask,GOOG,4300,909.41
NASDAQ,Bid,AAPL,700,154.47
NYSE,Ask,GOOG,1300,909.04
NYSE,Ask,AAPL,1200,153.54
NASDAQ,Bid,GOOG,4500,908.41
NYSE,Bid,GOOG,4000,909.13
IEX,Ask,AAPL,900,153.85
NYSE,Ask,GOOG,800,908.86
NASDAQ,Ask,GOOG,3300,909.27
NASDAQ,Ask,GOOG,1400,908.88
NASDAQ,Ask,AAPL,1000,153.46
NASDAQ,Ask,AAPL,800,152.93
NASDAQ,Bid,GOOG,1900,909.86
NASDAQ,Bid,AAPL,600,153.37
NASDAQ,Bid,AAPL,2300,153.12
NYSE,Ask,GOOG,1100,909.45
NYSE,Bid,AAPL,3600,152.19
IEX,Ask,GOOG,4300,910.33
NASDAQ,Ask,AAPL,4500,151.51
NYSE,Ask,AAPL,2600,150.89
NYSE,Ask,GOOG,4400,909.81
NYSE,Bid,AAPL,1400,150.96
NASDAQ,Ask,AAPL,2800,151.05
IEX,Ask,AAPL,600,151.08
NYSE,Bid,GOOG,1300,908.96
NASDAQ,Ask,GOOG,1500,908.24
NYSE,Bid,AAPL,3500,151.62
NYSE,Ask,GOOG,3000,908.34
NASDAQ,Bid,GOOG,2000,908.89
IEX,Bid,AAPL,300,151.76
IEX,Ask,GOOG,4300,908.07
IEX,Ask,AAPL,100,151.67
IEX,Ask,AAPL,2400,152.47
NASDAQ,Ask,AAPL,800,152.8
NYSE,Ask,GOOG,1300,908.45
IEX,Bid,GOOG,5000,907.78
NASDAQ,Ask,AAPL,1500,153.73
NYSE,Ask,GOOG,3000,908.13
NASDAQ,Ask,AAPL,2700,154.35
IEX,Bid,AAPL,2700,155.03
NASDAQ,Bid,GOOG,2300,908.64
NYSE,Ask,AAPL,300,154.48
IEX,Ask,GOOG,2200,908.34
NASDAQ,Bid,GOOG,1500,909.33
NYSE,Bid,AAPL,3000,154.37
NYSE,Ask,GOOG,500,908.45
NYSE,Ask,AAPL,1800,155.01
NASDAQ,Ask,AAPL,2500,155.79
NYSE,Ask,GOOG,500,908.12
NYSE,Bid,GOOG,3500,908.77
IEX,Bid,AAPL,3600,156.14
NYSE,Bid,AAPL,2500,156.34
IEX,Ask,GOOG,3800,907.9
NYSE,Ask,GOOG,4500,907.34
NYSE,Ask,AAPL,2800,156.25
NYSE,Ask,GOOG,800,907.38
NASDAQ,Bid,AAPL,4500,155.34
NYSE,Bid,GOOG,1900,906.52
IEX,Bid,AAPL,2000,155.29
NYSE,Bid,GOOG,800,906.98
IEX,Bid,AAPL,1900,156.12
NYSE,Ask,GOOG,3300,906.25
NYSE,Ask,AAPL,1200,155.12
NASDAQ,Bid,GOOG,1400,907.07
NYSE,Ask,AAPL,200,155.29
NASDAQ,Bid,GOOG,1000,906.1
NYSE,Bid,AAPL,2400,155.79
NYSE,Bid,GOOG,4000,906.71
NYSE,Ask,AAPL,1200,155.71
NYSE,Bid,GOOG,2100,906.77
NYSE,Ask,AAPL,900,155.6
NASDAQ,Ask,GOOG,4900,906.15
NYSE,Ask,GOOG,2500,905.75
NYSE,Ask,GOOG,500,905.5
NASDAQ,Bid,AAPL,200,155.89
NYSE,Bid,AAPL,3900,156.39
NASDAQ,Bid,GOOG,4600,905.28
NYSE,Bid,AAPL,3100,157.23
NYSE,Ask,GOOG,1000,904.37
NYSE,Ask,GOOG,100,904.37
NYSE,Bid,GOOG,3900,904.4
NASDAQ,Ask,AAPL,3600,156.9
NYSE,Bid,AAPL,3800,157.49
NYSE,Bid,AAPL,3900,157.43
NYSE,Ask,GOOG,3800,904.11
NYSE,Ask,GOOG,1100,904.35
NYSE,Ask,AAPL,2700,157.88
NYSE,Ask,GOOG,2800,904.37
NASDAQ,Ask,GOOG,900,903.49
IEX,Bid,AAPL,1000,157.03
NASDAQ,Ask,AAPL,1500,157.53
NASDAQ,Ask,GOOG,4100,903.51
NYSE,Bid,GOOG,4300,903.2
NYSE,Ask,AAPL,1000,158.24
NYSE,Bid,GOOG,4700,903.63
NASDAQ,Bid,AAPL,1300,158.63
NASDAQ,Ask,GOOG,3100,903.63
NYSE,Ask,AAPL,3900,158.51
NYSE,Bid,GOOG,1700,903.09
NYSE,Bid,AAPL,2500,157.93
NYSE,Ask,GOOG,1300,902.61
IEX,Ask,GOOG,1900,902.42
NYSE,Ask,AAPL,2700,157.9
NYSE,Bid,GOOG,1900,901.72
IEX,Ask,AAPL,900,157.9
NASDAQ,Bid,AAPL,4900,157.29
NYSE,Ask,GOOG,4800,902.16
NASDAQ,Ask,AAPL,3200,157.88
NASDAQ,Ask,GOOG,4000,902.49
NYSE,Ask,GOOG,3000,903.28
NYSE,Ask,AAPL,3300,158.05
NASDAQ,Bid,GOOG,1800,902.65
NASDAQ,Bid,AAPL,4300,157.36
NYSE,Bid,GOOG,1000,901.85
NYSE,Ask,GOOG,4300,901.56
NYSE,Bid,AAPL,2100,157.52
NYSE,Bid,AAPL,500,158.2
IEX,Bid,AAPL,4200,157.21
NYSE,Ask,GOOG,2000,902.45
NYSE,Bid,GOOG,1700,903.23
NYSE,Bid,AAPL,1800,158.1
IEX,Ask,AAPL,4500,158.55
NYSE,Bid,GOOG,3300,903.84
NASDAQ,Bid,AAPL,1900,158
NYSE,Ask,GOOG,4300,904
NYSE,Bid,AAPL,500,157.87
NYSE,Bid,AAPL,4000,157.36
NYSE,Bid,GOOG,1900,903.07
NASDAQ,Bid,GOOG,200,903.54
NYSE,Ask,AAPL,2900,158
NASDAQ,Bid,AAPL,2200,157.31
IEX,Ask,GOOG,4400,903.13
NYSE,Ask,AAPL,4900,157.5
NASDAQ,Ask,GOOG,4500,903.46
NYSE,Ask,AAPL,2000,157.47
NYSE,Bid,GOOG,900,902.63
IEX,Ask,GOOG,1800,902.07
NYSE,Ask,AAPL,2500,157.32
NYSE,Bid,GOOG,600,902.81
NASDAQ,Bid,GOOG,4400,903.25
NASDAQ,Ask,AAPL,4000,158.24
NYSE,Ask,GOOG,2700,903.81
NASDAQ,Bid,AAPL,5000,158.66
NYSE,Ask,GOOG,4400,903.96
NYSE,Ask,GOOG,3700,904.93
NYSE,Bid,GOOG,2700,904.02
NASDAQ,Bid,GOOG,2500,904.88
NYSE,Ask,AAPL,2600,158.53
NASDAQ,Bid,GOOG,700,905.58
NYSE,Bid,AAPL,4300,158.94
NASDAQ,Ask,GOOG,3300,906.35
NASDAQ,Bid,AAPL,4800,159.02
IEX,Bid,AAPL,1400,159.39
IEX,Bid,GOOG,200,907.34
NYSE,Bid,GOOG,1400,907.75
NASDAQ,Ask,AAPL,2100,158.54
NYSE,Ask,GOOG,2100,906.86
NYSE,Bid,AAPL,2200,158.7
NASDAQ,Bid,GOOG,800,906.54
NYSE,Bid,AAPL,200,158.58
NASDAQ,Bid,GOOG,1900,906.94
NYSE,Bid,AAPL,3300,158.95
NYSE,Bid,GOOG,100,906.57
NASDAQ,Ask,GOOG,2300,907.2
NYSE,Bid,GOOG,1200,906.57
NYSE,Ask,AAPL,2300,158.05
NYSE,Ask,GOOG,1000,906.31
NYSE,Bid,GOOG,1700,905.85
NYSE,Bid,AAPL,2500,157.47
NYSE,Bid,AAPL,500,156.65
NYSE,Ask,GOOG,2600,905.53
NYSE,Bid,AAPL,4700,156.53
NYSE,Bid,AAPL,1000,157.51
NYSE,Ask,AAPL,1900,158.06
NYSE,Ask,GOOG,4700,904.95
IEX,Bid,AAPL,4700,159.03
NASDAQ,Ask,GOOG,3400,904.45
NASDAQ,Ask,AAPL,3500,158.82
NYSE,Ask,GOOG,500,903.8
NASDAQ,Ask,GOOG,4500,904.53
NASDAQ,Bid,AAPL,1500,158.79
NYSE,Bid,AAPL,1300,158.82
IEX,Ask,AAPL,600,159.27
NASDAQ,Bid,GOOG,4400,905.33
IEX,Ask,GOOG,100,904.77
NASDAQ,Bid,AAPL,1300,159.05
NASDAQ,Bid,GOOG,1600,905.23
NYSE,Bid,AAPL,2600,158.6
NASDAQ,Ask,AAPL,1300,159.25
NASDAQ,Ask,GOOG,2100,904.94
NYSE,Ask,GOOG,3000,904.63
NASDAQ,Bid,GOOG,2800,903.94
NASDAQ,Ask,AAPL,4900,159.17
NASDAQ,Bid,GOOG,1500,903.19
NYSE,Bid,AAPL,100,159.33
NASDAQ,Ask,GOOG,2700,903.47
NASDAQ,Ask,AAPL,2200,158.59
NYSE,Ask,GOOG,300,904.31
NASDAQ,Ask,AAPL,4400,159.03
NASDAQ,Ask,GOOG,4200,904.87
NASDAQ,Ask,GOOG,3200,905.51
NASDAQ,Ask,GOOG,500,905.36
NYSE,Bid,AAPL,2200,158.41
NYSE,Ask,GOOG,4200,905.74
NYSE,Ask,AAPL,200,158.46
NYSE,Bid,GOOG,200,905.4
IEX,Ask,AAPL,2800,157.86
NASDAQ,Bid,GOOG,5000,905.97
NASDAQ,Ask,AAPL,2900,158.28
NYSE,Bid,AAPL,4500,158.8
NYSE,Bid,GOOG,1500,905.55
NASDAQ,Bid,AAPL,700,159.2
NYSE,Bid,GOOG,1900,905.85
IEX,Bid,GOOG,3700,905.31
NYSE,Bid,AAPL,3300,158.65
IEX,Ask,GOOG,1100,906.01
NYSE,Ask,GOOG,2500,905.41
NYSE,Bid,AAPL,800,158.8
NASDAQ,Ask,GOOG,3800,904.42
NYSE,Bid,GOOG,2400,905.22
IEX,Ask,AAPL,3200,159.56
NYSE,Ask,GOOG,2000,905.27
NASDAQ,Ask,AAPL,2000,159.16
NASDAQ,Ask,GOOG,3500,904.62
NYSE,Bid,GOOG,2700,904.3
NYSE,Ask,AAPL,4800,158.74
NASDAQ,Bid,AAPL,500,157.75
IEX,Ask,GOOG,300,904.51
IEX,Bid,GOOG,900,904.03
NYSE,Ask,AAPL,3400,157.71
NYSE,Ask,GOOG,500,904.2
IEX,Ask,GOOG,600,903.5
NASDAQ,Bid,AAPL,2000,158.51
NYSE,Bid,GOOG,100,902.52
NYSE,Ask,AAPL,3600,159.45
NASDAQ,Ask,AAPL,3900,158.84
NYSE,Bid,GOOG,4700,901.53
NASDAQ,Ask,GOOG,1600,900.96
NYSE,Bid,GOOG,2900,900.12
NYSE,Ask,AAPL,2800,158.48
NYSE,Ask,GOOG,3400,900.86
NYSE,Bid,AAPL,1500,158.85
NYSE,Bid,AAPL,3900,159.26
NASDAQ,Ask,GOOG,4200,901.14
NASDAQ,Bid,AAPL,700,159.51
NYSE,Bid,AAPL,4900,159.23
IEX,Ask,GOOG,700,900.49
NASDAQ,Bid,GOOG,3400,900.97
NASDAQ,Ask,AAPL,4900,159.45
NASDAQ,Bid,GOOG,500,900.61
NYSE,Bid,AAPL,2300,159.1
NASDAQ,Ask,GOOG,2500,901.18
NYSE,Bid,GOOG,900,902.08
IEX,Bid,AAPL,100,159.75
NASDAQ,Bid,AAPL,700,159.5
NYSE,Ask,AAPL,700,159.62
IEX,Ask,GOOG,1100,902.63
NYSE,Bid,AAPL,4100,160.35
NASDAQ,Bid,GOOG,1700,901.83
NYSE,Bid,AAPL,1400,160.76
NYSE,Ask,AAPL,3600,160.49
NYSE,Ask,GOOG,4400,901.92
NASDAQ,Ask,AAPL,3500,160.27
NYSE,Ask,GOOG,1400,901.83
NYSE,Bid,AAPL,2900,160
IEX,Bid,AAPL,2600,160.96
NYSE,Ask,GOOG,4100,901.04
NYSE,Bid,GOOG,600,900.89
IEX,Bid,AAPL,2500,160.95
NYSE,Bid,GOOG,1100,900.8
NYSE,Bid,AAPL,2300,160.98
NYSE,Bid,GOOG,4200,900.42
NASDAQ,Ask,AAPL,300,160.87
NYSE,Ask,AAPL,3800,161.32
IEX,Ask,GOOG,2900,900.2
NYSE,Ask,AAPL,3200,162.22
NASDAQ,Ask,AAPL,2100,162.63
NYSE,Ask,GOOG,2600,900.89
IEX,Bid,GOOG,5000,900.83
NYSE,Bid,AAPL,3000,161.75
NYSE,Ask,AAPL,3700,162.29
IEX,Ask,GOOG,5000,901.62
NYSE,Bid,AAPL,4300,161.32
NASDAQ,Bid,GOOG,700,901.99
NASDAQ,Ask,AAPL,2400,160.91
IEX,Bid,GOOG,3800,902.1
NASDAQ,Ask,AAPL,600,161.17
NASDAQ,Bid,AAPL,3800,160.53
NYSE,Ask,GOOG,1200,902.99
IEX,Ask,GOOG,1300,902.36
NYSE,Bid,AAPL,3500,161.27
NYSE,Bid,GOOG,3300,902.15
NYSE,Bid,AAPL,4300,160.55
IEX,Bid,AAPL,1700,160.26
NASDAQ,Bid,GOOG,1200,902.5
NYSE,Bid,GOOG,100,902.45
NASDAQ,Bid,AAPL,3200,161.22
NASDAQ,Bid,AAPL,3700,160.65
NYSE,Bid,GOOG,2800,901.45
IEX,Ask,GOOG,2600,900.86
IEX,Ask,GOOG,3900,901.54
NYSE,Ask,GOOG,4400,900.72
NYSE,Bid,AAPL,3400,160.82
NASDAQ,Bid,AAPL,800,160.27
NYSE,Ask,GOOG,4100,900.8
NASDAQ,Ask,AAPL,2900,160.7
NYSE,Ask,AAPL,2900,160.62
NYSE,Ask,GOOG,1100,900.19
NYSE,Ask,AAPL,3000,160.2
NYSE,Ask,AAPL,2000,160.19
NYSE,Bid,AAPL,900,160.68
NASDAQ,Ask,GOOG,2100,900.73
NYSE,Ask,AAPL,4600,161.28
NASDAQ,Ask,GOOG,4800,899.77
NYSE,Bid,GOOG,4500,899.13
NASDAQ,Bid,AAPL,3100,161.72
NYSE,Bid,GOOG,2700,898.62
IEX,Ask,AAPL,3700,162.44
NASDAQ,Bid,AAPL,3300,163.17
NASDAQ,Bid,GOOG,2500,897.76
NYSE,Ask,GOOG,4800,898.09
NASDAQ,Bid,AAPL,2200,162.35
NYSE,Ask,GOOG,2100,897.11
NYSE,Ask,GOOG,4300,896.13
NASDAQ,Bid,AAPL,4100,162.89
NYSE,Bid,AAPL,4400,163.55
NYSE,Bid,GOOG,4200,895.81
IEX,Ask,AAPL,1800,163.51
NYSE,Ask,GOOG,4600,896.74
NYSE,Bid,AAPL,2600,163.01
NASDAQ,Bid,AAPL,600,163.77
NASDAQ,Bid,GOOG,4400,897.65
NYSE,Bid,AAPL,3500,163.62
IEX,Bid,GOOG,1200,897.81
NASDAQ,Bid,GOOG,4700,897.67
NASDAQ,Ask,AAPL,2600,164.5
NYSE,Bid,GOOG,200,897.68
NASDAQ,Ask,GOOG,5000,898.09
NYSE,Bid,AAPL,3700,164.97
IEX,Ask,GOOG,1000,897.46
NYSE,Ask,AAPL,4700,165.74
NYSE,Ask,GOOG,1500,896.56
NYSE,Ask,AAPL,1500,164.9
NASDAQ,Ask,GOOG,2000,895.98
NASDAQ,Ask,AAPL,5000,165.13
NASDAQ,Bid,GOOG,2200,896.36
NYSE,Ask,AAPL,3300,165.39
IEX,Ask,GOOG,2800,896.49
NYSE,Bid,AAPL,3800,166.39
NYSE,Ask,AAPL,3900,165.72
IEX,Bid,AAPL,3100,165.17
NASDAQ,Bid,GOOG,1000,895.62
NASDAQ,Ask,AAPL,3600,164.51
NASDAQ,Bid,GOOG,5000,896.24
NYSE,Bid,AAPL,200,165.22
IEX,Ask,GOOG,1000,897.08
NASDAQ,Bid,GOOG,3900,896.31
NYSE,Ask,GOOG,2800,895.64
NYSE,Ask,AAPL,3300,165.56
NYSE,Ask,AAPL,2100,166.02
NASDAQ,Ask,AAPL,3600,165.48
NASDAQ,Ask,AAPL,4300,164.57
NASDAQ,Bid,GOOG,1800,895.6
NYSE,Ask,GOOG,1700,895.61
IEX,Bid,GOOG,500,896.09
NYSE,Ask,AAPL,1200,163.65
NASDAQ,Bid,GOOG,600,895.8
NYSE,Bid,GOOG,1100,896.35
IEX,Ask,AAPL,1900,163.56
IEX,Ask,GOOG,3200,895.57
NASDAQ,Ask,AAPL,3000,163.42
NYSE,Ask,GOOG,500,894.72
NASDAQ,Ask,AAPL,3500,163.96
NYSE,Ask,AAPL,3500,163.22
NYSE,Bid,GOOG,3400,894
IEX,Bid,GOOG,900,894.44
NASDAQ,Bid,AAPL,1500,163.48
NYSE,Bid,GOOG,2600,893.96
NYSE,Bid,GOOG,3000,894.4
NYSE,Ask,AAPL,1900,162.53
IEX,Bid,AAPL,1300,161.92
NYSE,Bid,AAPL,3600,162.22
NASDAQ,Bid,GOOG,600,894.24
NYSE,Bid,AAPL,3500,163.09
NYSE,Bid,GOOG,3900,895.11
NASDAQ,Ask,AAPL,900,162.12
IEX,Bid,GOOG,4300,894.64
NYSE,Bid,GOOG,700,893.64
NASDAQ,Ask,AAPL,1700,162.56
NYSE,Ask,GOOG,200,894.51
NASDAQ,Bid,AAPL,1600,163.25
NASDAQ,Bid,AAPL,1700,162.61
NYSE,Ask,AAPL,4900,161.78
NASDAQ,Ask,GOOG,3600,893.9
NYSE,Ask,AAPL,3900,162.48
NASDAQ,Ask,AAPL,4000,161.73
IEX,Ask,AAPL,2900,161.52
IEX,Ask,GOOG,4900,894.48
NYSE,Ask,GOOG,1500,894.95
NYSE,Ask,AAPL,4400,161.19
NASDAQ,Ask,GOOG,3700,895.23
IEX,Bid,AAPL,2900,160.55
NYSE,Ask,GOOG,4300,894.67
NYSE,Bid,AAPL,2900,160.39
NASDAQ,Ask,AAPL,4400,160.61
NYSE,Bid,GOOG,3100,894.56
NASDAQ,Ask,AAPL,400,161.43
IEX,Bid,GOOG,1100,895.18
NASDAQ,Bid,AAPL,1200,160.86
NASDAQ,Bid,GOOG,1400,894.18
NASDAQ,Bid,GOOG,3400,895.17
NASDAQ,Ask,AAPL,2800,160.75
NASDAQ,Ask,GOOG,1000,895.22
NASDAQ,Ask,GOOG,4400,895.15
IEX,Ask,AAPL,700,159.98
NASDAQ,Bid,GOOG,2600,895.61
NYSE,Ask,AAPL,1400,159.48
IEX,Ask,AAPL,2500,160.39
NYSE,Ask,GOOG,2000,895.07
NYSE,Ask,GOOG,500,894.92
NYSE,Bid,AAPL,100,159.86
NYSE,Bid,AAPL,2600,159.11
NYSE,Bid,AAPL,3900,159.74
NASDAQ,Ask,GOOG,100,894.18
NYSE,Ask,GOOG,200,893.73
NASDAQ,Bid,GOOG,900,894.06
NYSE,Ask,AAPL,1400,159.71
NASDAQ,Ask,GOOG,4200,893.75
NASDAQ,Ask,AAPL,600,159.68
NYSE,Ask,GOOG,4400,893.99
NASDAQ,Bid,AAPL,1000,159.63
NASDAQ,Bid,GOOG,3500,893.01
NYSE,Bid,AAPL,100,160.42
NYSE,Ask,GOOG,3300,892.58
NYSE,Ask,AAPL,3000,161.23
NASDAQ,Bid,AAPL,1900,160.73
NYSE,Ask,GOOG,1700,893.26
NYSE,Bid,AAPL,1500,161.05
NASDAQ,Ask,AAPL,4600,161.76
NYSE,Bid,GOOG,1200,893.29
NASDAQ,Bid,GOOG,4100,893.41
NASDAQ,Bid,AAPL,1100,162.53
NYSE,Bid,GOOG,600,893.57
NASDAQ,Bid,AAPL,4000,162.56
NYSE,Bid,GOOG,2000,893.67
NASDAQ,Ask,AAPL,2200,162.87
NASDAQ,Bid,GOOG,1700,894.04
NYSE,Bid,GOOG,600,894.97
NYSE,Ask,AAPL,4600,163.44
NASDAQ,Ask,GOOG,3000,894.89
NYSE,Ask,AAPL,3000,163.95
NYSE,Bid,AAPL,2300,164.07
NASDAQ,Bid,GOOG,1600,895.28
IEX,Bid,GOOG,4600,896.1
IEX,Bid,AAPL,2000,163.88
NYSE,Bid,GOOG,3300,895.27
NYSE,Ask,GOOG,3400,894.76
NASDAQ,Ask,GOOG,1500,894.91
NYSE,Ask,GOOG,2800,895.3
NYSE,Bid,AAPL,3700,164.2
NASDAQ,Bid,GOOG,1900,895.36
NYSE,Bid,AAPL,5000,164.96
NASDAQ,Bid,GOOG,4400,896.18
NYSE,Ask,GOOG,3600,896.17
NYSE,Bid,GOOG,2700,896.43
NYSE,Bid,GOOG,3000,896.14
NASDAQ,Ask,AAPL,1900,165.29
IEX,Bid,GOOG,4600,897.05
NYSE,Bid,GOOG,2600,897.52
NYSE,Ask,AAPL,2000,164.56
NYSE,Bid,AAPL,3500,164.68
NASDAQ,Bid,AAPL,1000,163.93
NYSE,Ask,GOOG,700,897.23
NYSE,Bid,AAPL,700,164.62
NYSE,Bid,AAPL,3700,165.18
NYSE,Ask,AAPL,3500,166.17
NYSE,Bid,GOOG,3900,896.29
NYSE,Ask,AAPL,4900,166.59
NYSE,Ask,GOOG,5000,896.43
NASDAQ,Bid,GOOG,4000,896.04
NYSE,Ask,GOOG,3600,897.02
